Transcript,valence,arousal,dominance,emotion,original_emotion,Audio_Uttrance_Path
You're not really giving me a lot of options.,2.0,3.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04M_impro02/Ses04M_impro02_F028.wav
Where I'm going is not the safest place on the earth.  Okay.,2.5,2.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04M_impro02/Ses04M_impro02_M032.wav
But I'm supposed to be okay with you going there.,2.0,4.0,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04M_impro02/Ses04M_impro02_F029.wav
But I've been trained.  You have no training.,2.5,2.0,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04M_impro02/Ses04M_impro02_M033.wav
I'm not going to stay here and wait.,1.5,2.0,2.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04M_impro02/Ses04M_impro02_F030.wav
You have to.  Do you understand me?  You have to.,2.5,2.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04M_impro02/Ses04M_impro02_M034.wav
I can't do it.,1.5,1.5,1.5,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04M_impro02/Ses04M_impro02_F031.wav
"Well I guess we're at a stalemate then, aren't we?",2.5,2.0,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04M_impro02/Ses04M_impro02_M035.wav
I have something to tell you.,5.0,4.0,4.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F000.wav
What?  You seem so excited.,3.5,3.0,3.5,Neutral,Neutral state,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M000.wav
It's really exciting.  Don't you want to guess?,5.0,4.5,4.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F001.wav
"Uh, you got a new car, a new house. Uh, a dog.",4.0,2.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M001.wav
Look.,4.5,4.5,4.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F002.wav
Are you serious?  You're getting married.,4.0,3.0,3.0,Neutral,Neutral state,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M002.wav
Yes.  He finally proposed.  I'm getting married.,5.0,5.0,5.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F003.wav
Holy shit that's amazing.,4.0,3.0,4.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M003.wav
I know. I'm so-,5.0,4.5,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F004.wav
Congratulations.,4.5,3.5,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M004.wav
Thank you. [LAUGHTER],4.5,4.0,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F005.wav
"I'm invited, right.",4.0,3.5,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M005.wav
You think. [LAUGHTER],4.5,3.5,4.0,Happy,Happiness,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F006.wav
"I'll have to, uh, I'll have to get myself a new tux.  My, uh, the old one is a little worn and dirty.  That's awesome.  Where are you guys going to have it?",4.0,3.5,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M006.wav
"Well actually we were just talking about today and I don't really want to do like the traditional church thing, you know.  So we are going to get married in the meadow.",4.0,4.0,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F007.wav
Do you remember up by Yosemite? Yeah.,4.0,3.5,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F008.wav
"Well, that's- that's- that's beautiful. That's a beautiful place to do it.",4.0,3.0,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M007.wav
We're going to get married in the middle of a meadow. [LAUGHTER],5.0,4.0,4.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F009.wav
"Everybody's going to come up. We're going to stay in all the pretty cabins up there and, um, everybody's going to have, you know, really flowery sort of naturey stuff.",4.0,4.0,4.0,Happy,Happiness,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F010.wav
So pretty.,4.5,3.5,3.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F011.wav
That's great,4.0,3.0,3.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M008.wav
I hope- they're not like,3.5,3.0,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M009.wav
Very Midsummer Night's wedding.,3.5,3.5,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F012.wav
"Right.  Nice.  That's great.  I hope while we're up there nobody gets attacked by any, like, bears or wolves or anything.",3.5,3.5,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M010.wav
Thanks. Thanks a lot.  You're really helping the Excitement here. I hope no one dies.,4.0,3.5,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F013.wav
"Well no, I am- I'm trying to be positive",4.0,3.0,3.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M011.wav
I'm trying to be positive.  I'm trying to say I hope that doesn't happen.,4.0,3.5,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M012.wav
"Okey Well- well-, you know what?  I was hoping that you would help",3.5,3.5,3.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F014.wav
We're going to be in the middle of the wilderness. These kind of things happen,3.5,3.5,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M013.wav
plan everything.  So then you can make sure that no one gets attacked by bears.,4.0,3.0,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F015.wav
Yeah.  I'll help plan.,4.0,3.0,3.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M014.wav
Yeah?,4.5,4.0,3.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F016.wav
Yeah.,4.0,3.0,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M015.wav
Really?,4.5,3.5,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F017.wav
Sure.,4.0,3.0,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M016.wav
"Okay.  It's going to be in, like, six months.  So we don't have a really long time.",4.0,4.0,3.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F018.wav
"I'm thinking greens, lots of greens. Greens and browns.  We're nature.",4.0,2.5,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M017.wav
Okay.,4.0,2.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F019.wav
No.  No browns.,3.5,3.0,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F020.wav
Why not browns?,2.0,2.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M018.wav
It's a wedding.,3.0,2.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F021.wav
"It's a light brown, tanish.",2.5,3.0,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M019.wav
Blue for the sky.,3.5,4.0,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F022.wav
Come on.,3.5,3.0,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F023.wav
I just think browns are really what you want to go with.  I mean I think there's more contrast between brown and green than there is-,2.5,3.0,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M020.wav
who- Who's getting married though?,3.0,3.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F024.wav
I know but you just asked me to-,2.5,4.0,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M021.wav
to help plan because I'm getting married. [LAUGHTER],4.5,4.0,4.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F025.wav
So we're going to go greens and browns.,4.0,3.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M022.wav
No.,4.0,3.5,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F026.wav
"Come on.  Please will you do the greens and browns, just the browns for me?",4.0,2.5,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M023.wav
Just for me.  Come on.  I'm your best friend.,4.0,3.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M024.wav
It's not your wedding. You can-,4.0,3.0,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F027.wav
I'm your best friend,4.0,3.0,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M025.wav
You know what? You know what?,4.0,3.0,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F028.wav
Give me the browns.,4.0,3.5,4.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M026.wav
"You can't ruin my mood today.  If you want to wear a brown tux, you go ahead and wear a brown tux",4.5,4.0,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F029.wav
Okay.  Fine.  So green and what?,4.0,2.5,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M027.wav
but bridesmaids aren't wearing brown and I'm not wearing brown.,3.5,3.5,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F030.wav
Blue?,3.0,3.0,3.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M028.wav
Maybe,4.5,4.0,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F031.wav
"Okay, fine. Greens and blues.",3.5,2.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M029.wav
I like blue.,4.0,3.0,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F032.wav
Greens and blues and maybe a little light yellow?,3.5,2.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M030.wav
That would work.,4.0,3.0,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F033.wav
Yeah?,3.5,2.5,2.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M031.wav
"Throw in a little- little, uh, trim in yellow.  Maybe some yellow flowers.",4.0,3.5,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F034.wav
"Okay.  That sounds good. Um, and, uh, we're going to get like a five, uh, story cake, right?",3.5,3.0,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M032.wav
"Yeah.  I hadn't actually thought about the cake yet, but",4.0,3.0,3.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F035.wav
"I mean, you know, you're going to have at least, like, two hundred and fifty people come.  So we're going to need, you know, just a huge buffet.",4.0,3.0,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M033.wav
Yes.,4.0,3.5,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F036.wav
"Fried chicken, mashed potatoes.",3.5,2.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M034.wav
See this is why you have to help.,4.0,3.5,3.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F037.wav
because you're going to take care of everything.  You're going to think of all the details that I forget.,4.0,4.0,4.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F038.wav
Well I can't be in charge of this.  I mean I got things I got to do.,2.0,3.0,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M035.wav
Well right but you can help.,4.0,2.5,3.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F039.wav
Well this is really exciting.  I mean- I just- I couldn't be happier right now.,4.5,3.5,4.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M036.wav
I'm thrilled.  God.,4.5,4.0,4.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M037.wav
Ha ha ha.,4.5,3.5,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F040.wav
Ha ha.,4.5,3.5,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F041.wav
Just ecstatic.  I can't believe you're my best friend,4.5,4.0,4.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M038.wav
Just couldn't be any cooler.,5.0,4.0,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F042.wav
"You're my best friend, we're growing up and now you're getting married. that's amazing",4.0,3.5,4.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M039.wav
I know.  I've been waiting forever.  I can't believe it's finally happening.,4.5,4.0,4.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F043.wav
Wow.  I just- I- I- I feel like I'm going to faint.,4.0,2.5,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M040.wav
I'm so- all the blood,4.0,3.0,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M041.wav
You don't look like you're going to faint.,5.0,3.5,3.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F044.wav
"has just rushed to my head, and I, and I mean honestly.",4.0,3.5,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M042.wav
I'm getting a little weak in the knees.,4.0,3.0,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M043.wav
So- So when are you getting married Mr. Excited?,4.0,3.0,3.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F045.wav
"You know that I've never-I- I have a long run of bad relationships but, you know, I mean, you got to work through it.  It's fine.",3.0,2.5,3.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M044.wav
What about Kathy?  I mean you guys have been dating for a while.,3.5,3.5,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F046.wav
"Yeah, but",2.5,2.5,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M045.wav
You haven't ruined it yet.,4.5,3.0,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F047.wav
"Yeah.  I know but it's, you know, maybe we'll get married.  I don't know.  Should be pretty-",3.5,2.5,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M046.wav
You really like,3.0,3.5,3.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F048.wav
"I don't know.  Okay.  I mean gosh.  There's just- look there's a lot of pressure in getting married, okay.",2.5,3.5,4.5,Happy,Happiness,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M047.wav
What?  She could be just as excited as I am right now.,4.5,3.5,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F049.wav
You could make her that excited.  You really like her.  You guys have been together for a really long time now.,4.0,3.5,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F050.wav
"Oh, I've made her that excited.",3.5,2.5,3.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M048.wav
[LAUGHTER] That's more than I needed to know.,4.5,4.0,4.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F051.wav
What?  You've heard me talk about it before.,4.0,2.5,3.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_M049.wav
[laughter],4.5,4.0,3.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session4/Audio_Uttrances/Ses04F_impro03/Ses04F_impro03_F052.wav
